date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:00:20	2396/2396	---M--	200	added ('OK')	application/json	date:Sat,%2025%20Nov%202017%2006:00:19%20GMT	http://localhost/wp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwp%2Fbanner%2F	C:/My%20Web%20Sites/deploy/localhost/wp/wp-json/oembed/1.0/embedc6d1.json	(from http://localhost/wp/banner/)
14:00:20	742/742	---M--	200	added ('OK')	application/rss+xml	etag:%22c5dabd90710a6111393995250612ab5f%22	http://localhost/wp/feed/?attachment_id=42	C:/My%20Web%20Sites/deploy/localhost/wp/feed/indexb3a2.html	(from http://localhost/wp/banner/)
14:00:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202017%2006:00:20%20GMT	http://localhost/wp/?p=42	C:/My%20Web%20Sites/deploy/localhost/wp/indexfbd5.html	(from http://localhost/wp/banner/)
14:00:21	2565/2565	---M--	200	added ('OK')	text/xml	date:Sat,%2025%20Nov%202017%2006:00:20%20GMT	http://localhost/wp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwp%2Fbanner%2F&format=xml	C:/My%20Web%20Sites/deploy/localhost/wp/wp-json/oembed/1.0/embed1f70	(from http://localhost/wp/banner/)
14:00:21	2408/2408	---M--	200	added ('OK')	application/json	date:Sat,%2025%20Nov%202017%2006:00:21%20GMT	http://localhost/wp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwp%2Fdaermao3%2F	C:/My%20Web%20Sites/deploy/localhost/wp/wp-json/oembed/1.0/embeda7ed.json	(from http://localhost/wp/daermao3/)
14:00:21	746/746	---M--	200	added ('OK')	application/rss+xml	etag:%22c5dabd90710a6111393995250612ab5f%22	http://localhost/wp/feed/?attachment_id=45	C:/My%20Web%20Sites/deploy/localhost/wp/feed/index2489.html	(from http://localhost/wp/daermao3/)
14:00:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202017%2006:00:21%20GMT	http://localhost/wp/?p=45	C:/My%20Web%20Sites/deploy/localhost/wp/index5e74.html	(from http://localhost/wp/daermao3/)
14:00:22	2577/2577	---M--	200	added ('OK')	text/xml	date:Sat,%2025%20Nov%202017%2006:00:22%20GMT	http://localhost/wp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwp%2Fdaermao3%2F&format=xml	C:/My%20Web%20Sites/deploy/localhost/wp/wp-json/oembed/1.0/embed030c	(from http://localhost/wp/daermao3/)
14:00:23	2464/2464	---M--	200	added ('OK')	application/json	date:Sat,%2025%20Nov%202017%2006:00:22%20GMT	http://localhost/wp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwp%2Fcropped-banner-jpg%2F	C:/My%20Web%20Sites/deploy/localhost/wp/wp-json/oembed/1.0/embed4053.json	(from http://localhost/wp/cropped-banner-jpg/)
14:00:24	766/766	---M--	200	added ('OK')	application/rss+xml	etag:%22c5dabd90710a6111393995250612ab5f%22	http://localhost/wp/feed/?attachment_id=51	C:/My%20Web%20Sites/deploy/localhost/wp/feed/index3701.html	(from http://localhost/wp/cropped-banner-jpg/)
14:00:24	2633/2633	---M--	200	added ('OK')	text/xml	date:Sat,%2025%20Nov%202017%2006:00:24%20GMT	http://localhost/wp/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwp%2Fcropped-banner-jpg%2F&format=xml	C:/My%20Web%20Sites/deploy/localhost/wp/wp-json/oembed/1.0/embed1b02	(from http://localhost/wp/cropped-banner-jpg/)
14:00:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Nov%202017%2006:00:24%20GMT	http://localhost/wp/?p=51	C:/My%20Web%20Sites/deploy/localhost/wp/index8cf7.html	(from http://localhost/wp/cropped-banner-jpg/)
14:00:25	6585/6585	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Nov%202017%2006:00:25%20GMT	http://localhost/wp/wp-admin/&reauth=1	C:/My%20Web%20Sites/deploy/localhost/wp/wp-admin/&reauth=1	(from http://localhost/wp/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwp%2Fwp-admin%2F%26reauth=1)
14:00:27	81793/81793	---M--	200	added ('OK')	image/jpeg	etag:%2213f81-55ec807741a9e%22	http://localhost/wp/wp-content/uploads/2017/11/daermao2.jpg	C:/My%20Web%20Sites/deploy/localhost/wp/wp-content/uploads/2017/11/daermao2.jpg	(from http://localhost/wp/daermao2/)
14:00:33	121246/121246	---M--	200	added ('OK')	image/jpeg	etag:%221d99e-55ec80756b2d7%22	http://localhost/wp/wp-content/uploads/2017/11/banner.jpg	C:/My%20Web%20Sites/deploy/localhost/wp/wp-content/uploads/2017/11/banner.jpg	(from http://localhost/wp/banner/)
14:00:37	219172/219172	---M--	200	added ('OK')	image/jpeg	etag:%2235824-55ec80779e713%22	http://localhost/wp/wp-content/uploads/2017/11/daermao3.jpg	C:/My%20Web%20Sites/deploy/localhost/wp/wp-content/uploads/2017/11/daermao3.jpg	(from http://localhost/wp/daermao3/)
